page,section,slot,asset_id,library_file,variant,width,height,largest_webp,srcset_webp,srcset_avif,alt,caption,loading,fetchpriority,reuses_slot,review_flag
mining-operations,extraction,extraction-2,A120,underground-mine-chamber-01.jpg,banner-16x9,1920,1080,/images/home/underground-mine-chamber-01-banner-16x9-1920w.webp,"/images/home/underground-mine-chamber-01-banner-16x9-480w.webp 480w, /images/home/underground-mine-chamber-01-banner-16x9-768w.webp 768w, /images/home/underground-mine-chamber-01-banner-16x9-1024w.webp 1024w, /images/home/underground-mine-chamber-01-banner-16x9-1440w.webp 1440w, /images/home/underground-mine-chamber-01-banner-16x9-1920w.webp 1920w","/images/home/underground-mine-chamber-01-banner-16x9-480w.avif 480w, /images/home/underground-mine-chamber-01-banner-16x9-768w.avif 768w, /images/home/underground-mine-chamber-01-banner-16x9-1024w.avif 1024w, /images/home/underground-mine-chamber-01-banner-16x9-1440w.avif 1440w, /images/home/underground-mine-chamber-01-banner-16x9-1920w.avif 1920w","Two workers inside a large underground chamber floored with broken white rock, with a blue drum and hoses.",Underground extraction chamber.,lazy,,mining-teaser,people - consent
mining-operations,extraction,extraction-2,A120,underground-mine-chamber-01.jpg,mobile-4x5,1024,1280,/images/home/underground-mine-chamber-01-mobile-4x5-1024w.webp,"/images/home/underground-mine-chamber-01-mobile-4x5-480w.webp 480w, /images/home/underground-mine-chamber-01-mobile-4x5-768w.webp 768w, /images/home/underground-mine-chamber-01-mobile-4x5-1024w.webp 1024w","/images/home/underground-mine-chamber-01-mobile-4x5-480w.avif 480w, /images/home/underground-mine-chamber-01-mobile-4x5-768w.avif 768w, /images/home/underground-mine-chamber-01-mobile-4x5-1024w.avif 1024w","Two workers inside a large underground chamber floored with broken white rock, with a blue drum and hoses.",Underground extraction chamber.,lazy,,mining-teaser,people - consent
mining-operations,extraction,extraction-3,A118,underground-mine-02.jpg,card-4x3,1707,1280,/images/mining-operations/underground-mine-02-card-4x3-1707w.webp,"/images/mining-operations/underground-mine-02-card-4x3-480w.webp 480w, /images/mining-operations/underground-mine-02-card-4x3-768w.webp 768w, /images/mining-operations/underground-mine-02-card-4x3-1024w.webp 1024w, /images/mining-operations/underground-mine-02-card-4x3-1440w.webp 1440w, /images/mining-operations/underground-mine-02-card-4x3-1707w.webp 1707w","/images/mining-operations/underground-mine-02-card-4x3-480w.avif 480w, /images/mining-operations/underground-mine-02-card-4x3-768w.avif 768w, /images/mining-operations/underground-mine-02-card-4x3-1024w.avif 1024w, /images/mining-operations/underground-mine-02-card-4x3-1440w.avif 1440w, /images/mining-operations/underground-mine-02-card-4x3-1707w.avif 1707w",Worker at a white and grey rock face inside an underground mine.,,lazy,,,people - consent
mining-operations,extraction,extraction-4,A137,underground-mine-survey-01.jpg,card-4x3,1440,1080,/images/mining-operations/underground-mine-survey-01-card-4x3-1440w.webp,"/images/mining-operations/underground-mine-survey-01-card-4x3-480w.webp 480w, /images/mining-operations/underground-mine-survey-01-card-4x3-768w.webp 768w, /images/mining-operations/underground-mine-survey-01-card-4x3-1024w.webp 1024w, /images/mining-operations/underground-mine-survey-01-card-4x3-1440w.webp 1440w","/images/mining-operations/underground-mine-survey-01-card-4x3-480w.avif 480w, /images/mining-operations/underground-mine-survey-01-card-4x3-768w.avif 768w, /images/mining-operations/underground-mine-survey-01-card-4x3-1024w.avif 1024w, /images/mining-operations/underground-mine-survey-01-card-4x3-1440w.avif 1440w",Surveyors measuring with a tape inside a cream-coloured rock adit.,Measuring inside an underground working.,lazy,,,people - consent
mining-operations,extraction,extraction-5,A087,underground-mine-inspection-01.jpg,card-4x3,1920,1440,/images/mining-operations/underground-mine-inspection-01-card-4x3-1920w.webp,"/images/mining-operations/underground-mine-inspection-01-card-4x3-480w.webp 480w, /images/mining-operations/underground-mine-inspection-01-card-4x3-768w.webp 768w, /images/mining-operations/underground-mine-inspection-01-card-4x3-1024w.webp 1024w, /images/mining-operations/underground-mine-inspection-01-card-4x3-1440w.webp 1440w, /images/mining-operations/underground-mine-inspection-01-card-4x3-1920w.webp 1920w","/images/mining-operations/underground-mine-inspection-01-card-4x3-480w.avif 480w, /images/mining-operations/underground-mine-inspection-01-card-4x3-768w.avif 768w, /images/mining-operations/underground-mine-inspection-01-card-4x3-1024w.avif 1024w, /images/mining-operations/underground-mine-inspection-01-card-4x3-1440w.avif 1440w, /images/mining-operations/underground-mine-inspection-01-card-4x3-1920w.avif 1920w",Two men inspecting the pale rock walls inside an underground working.,,lazy,,,people - consent
mining-operations,extraction,extraction-6,A082,talc-mine-site-scree-01.jpg,card-4x3,1920,1440,/images/mining-operations/talc-mine-site-scree-01-card-4x3-1920w.webp,"/images/mining-operations/talc-mine-site-scree-01-card-4x3-480w.webp 480w, /images/mining-operations/talc-mine-site-scree-01-card-4x3-768w.webp 768w, /images/mining-operations/talc-mine-site-scree-01-card-4x3-1024w.webp 1024w, /images/mining-operations/talc-mine-site-scree-01-card-4x3-1440w.webp 1440w, /images/mining-operations/talc-mine-site-scree-01-card-4x3-1920w.webp 1920w","/images/mining-operations/talc-mine-site-scree-01-card-4x3-480w.avif 480w, /images/mining-operations/talc-mine-site-scree-01-card-4x3-768w.avif 768w, /images/mining-operations/talc-mine-site-scree-01-card-4x3-1024w.avif 1024w, /images/mining-operations/talc-mine-site-scree-01-card-4x3-1440w.avif 1440w, /images/mining-operations/talc-mine-site-scree-01-card-4x3-1920w.avif 1920w",Man standing on a slope of flat white talc fragments below a rock outcrop.,,lazy,,,people - consent
mining-operations,extraction,extraction-7,A227,underground-mine-04.png,portrait-4x5,480,600,/images/mining-operations/underground-mine-04-portrait-4x5-480w.webp,/images/mining-operations/underground-mine-04-portrait-4x5-480w.webp 480w,/images/mining-operations/underground-mine-04-portrait-4x5-480w.avif 480w,Timber-supported underground adit with rail track and a mine cart.,,lazy,,,
mining-operations,sorting,sorting-banner,A102,talc-lumps-hand-sorting-02.jpg,banner-16x9,986,555,/images/mining-operations/talc-lumps-hand-sorting-02-banner-16x9-986w.webp,"/images/mining-operations/talc-lumps-hand-sorting-02-banner-16x9-480w.webp 480w, /images/mining-operations/talc-lumps-hand-sorting-02-banner-16x9-768w.webp 768w, /images/mining-operations/talc-lumps-hand-sorting-02-banner-16x9-986w.webp 986w","/images/mining-operations/talc-lumps-hand-sorting-02-banner-16x9-480w.avif 480w, /images/mining-operations/talc-lumps-hand-sorting-02-banner-16x9-768w.avif 768w, /images/mining-operations/talc-lumps-hand-sorting-02-banner-16x9-986w.avif 986w",Workers in hard hats and safety vests sorting white talc lumps beside filled bulk bags.,Hand-sorting talc lumps before milling or bagging.,lazy,,,people - consent
mining-operations,sorting,sorting-banner,A102,talc-lumps-hand-sorting-02.jpg,mobile-4x5,581,726,/images/mining-operations/talc-lumps-hand-sorting-02-mobile-4x5-581w.webp,"/images/mining-operations/talc-lumps-hand-sorting-02-mobile-4x5-480w.webp 480w, /images/mining-operations/talc-lumps-hand-sorting-02-mobile-4x5-581w.webp 581w","/images/mining-operations/talc-lumps-hand-sorting-02-mobile-4x5-480w.avif 480w, /images/mining-operations/talc-lumps-hand-sorting-02-mobile-4x5-581w.avif 581w",Workers in hard hats and safety vests sorting white talc lumps beside filled bulk bags.,Hand-sorting talc lumps before milling or bagging.,lazy,,,people - consent
mining-operations,sorting,sorting-1,A015,talc-lumps-hand-sorting-01.jpg,card-4x3,768,576,/images/mining-operations/talc-lumps-hand-sorting-01-card-4x3-768w.webp,"/images/mining-operations/talc-lumps-hand-sorting-01-card-4x3-480w.webp 480w, /images/mining-operations/talc-lumps-hand-sorting-01-card-4x3-768w.webp 768w","/images/mining-operations/talc-lumps-hand-sorting-01-card-4x3-480w.avif 480w, /images/mining-operations/talc-lumps-hand-sorting-01-card-4x3-768w.avif 768w",Workers sorting white talc lumps by hand in a walled yard.,Talc lumps are hand-sorted by colour and quality.,lazy,,,people - consent
mining-operations,sorting,sorting-2,A012,talc-lumps-quality-inspection-01.jpg,portrait-4x5,960,1200,/images/mining-operations/talc-lumps-quality-inspection-01-portrait-4x5-960w.webp,"/images/mining-operations/talc-lumps-quality-inspection-01-portrait-4x5-480w.webp 480w, /images/mining-operations/talc-lumps-quality-inspection-01-portrait-4x5-768w.webp 768w, /images/mining-operations/talc-lumps-quality-inspection-01-portrait-4x5-960w.webp 960w","/images/mining-operations/talc-lumps-quality-inspection-01-portrait-4x5-480w.avif 480w, /images/mining-operations/talc-lumps-quality-inspection-01-portrait-4x5-768w.avif 768w, /images/mining-operations/talc-lumps-quality-inspection-01-portrait-4x5-960w.avif 960w",Two inspectors in uniforms and caps checking white talc lumps with a worker during hand sorting.,Talc lumps checked by hand during sorting.,lazy,,,people - consent
mining-operations,sorting,sorting-3,A099,talc-lumps-quality-inspection-02.jpg,card-4x3,1024,768,/images/mining-operations/talc-lumps-quality-inspection-02-card-4x3-1024w.webp,"/images/mining-operations/talc-lumps-quality-inspection-02-card-4x3-480w.webp 480w, /images/mining-operations/talc-lumps-quality-inspection-02-card-4x3-768w.webp 768w, /images/mining-operations/talc-lumps-quality-inspection-02-card-4x3-1024w.webp 1024w","/images/mining-operations/talc-lumps-quality-inspection-02-card-4x3-480w.avif 480w, /images/mining-operations/talc-lumps-quality-inspection-02-card-4x3-768w.avif 768w, /images/mining-operations/talc-lumps-quality-inspection-02-card-4x3-1024w.avif 1024w",Man crouching to inspect a pile of white talc lumps.,,lazy,,,people - consent
mining-operations,sorting,sorting-4,A166,talc-lumps-field-sample-01.jpg,portrait-4x5,683,854,/images/mining-operations/talc-lumps-field-sample-01-portrait-4x5-683w.webp,"/images/mining-operations/talc-lumps-field-sample-01-portrait-4x5-480w.webp 480w, /images/mining-operations/talc-lumps-field-sample-01-portrait-4x5-683w.webp 683w","/images/mining-operations/talc-lumps-field-sample-01-portrait-4x5-480w.avif 480w, /images/mining-operations/talc-lumps-field-sample-01-portrait-4x5-683w.avif 683w",White talc fragments with a geological hammer resting on top at a field site.,,lazy,,,
mining-operations,crushing-grinding,crushing-1,A017,talc-crushing-screening-conveyor-01.png,card-4x3,640,480,/images/mining-operations/talc-crushing-screening-conveyor-01-card-4x3-640w.webp,"/images/mining-operations/talc-crushing-screening-conveyor-01-card-4x3-480w.webp 480w, /images/mining-operations/talc-crushing-screening-conveyor-01-card-4x3-640w.webp 640w","/images/mining-operations/talc-crushing-screening-conveyor-01-card-4x3-480w.avif 480w, /images/mining-operations/talc-crushing-screening-conveyor-01-card-4x3-640w.avif 640w","Conveyor stackers building a stockpile of crushed white talc, with jumbo bags and a worker nearby.",Crushed talc stockpiled at a screening yard.,lazy,,,people - consent
mining-operations,crushing-grinding,grinding-1,A297,grinding-mill-talc-powder-bags-01.png,card-4x3,740,555,/images/mining-operations/grinding-mill-talc-powder-bags-01-card-4x3-740w.webp,"/images/mining-operations/grinding-mill-talc-powder-bags-01-card-4x3-480w.webp 480w, /images/mining-operations/grinding-mill-talc-powder-bags-01-card-4x3-740w.webp 740w","/images/mining-operations/grinding-mill-talc-powder-bags-01-card-4x3-480w.avif 480w, /images/mining-operations/grinding-mill-talc-powder-bags-01-card-4x3-740w.avif 740w",Raymond-type grinding mill beside stacked SKZ talc powder bags.,Grinding mill and packed talc powder.,lazy,,,
mining-operations,crushing-grinding,grinding-2,A212,grinding-mill-01.jpg,portrait-4x5,480,600,/images/mining-operations/grinding-mill-01-portrait-4x5-480w.webp,/images/mining-operations/grinding-mill-01-portrait-4x5-480w.webp 480w,/images/mining-operations/grinding-mill-01-portrait-4x5-480w.avif 480w,Two staff standing beside a teal grinding mill in a brick processing shed.,Grinding mill in the processing plant.,lazy,,,people - consent
mining-operations,crushing-grinding,grinding-3,A222,grinding-mill-02.jpg,portrait-4x5,480,600,/images/mining-operations/grinding-mill-02-portrait-4x5-480w.webp,/images/mining-operations/grinding-mill-02-portrait-4x5-480w.webp 480w,/images/mining-operations/grinding-mill-02-portrait-4x5-480w.avif 480w,Silver grinding mill with piping and filled bags beside a powder stockpile.,Grinding mill and product collection.,lazy,,,
mining-operations,crushing-grinding,grinding-4,A026,grinding-mill-dust-collector-01.jpg,portrait-4x5,480,600,/images/mining-operations/grinding-mill-dust-collector-01-portrait-4x5-480w.webp,/images/mining-operations/grinding-mill-dust-collector-01-portrait-4x5-480w.webp 480w,/images/mining-operations/grinding-mill-dust-collector-01-portrait-4x5-480w.avif 480w,"Grinding mill with cyclone and dust-collection hopper inside a processing shed, with two staff inspecting.",Grinding and dust-collection equipment in the processing shed.,lazy,,,people - consent
mining-operations,crushing-grinding,micronizing-1,A201,micronizing-classifier-01.jpg,portrait-4x5,480,600,/images/mining-operations/micronizing-classifier-01-portrait-4x5-480w.webp,/images/mining-operations/micronizing-classifier-01-portrait-4x5-480w.webp 480w,/images/mining-operations/micronizing-classifier-01-portrait-4x5-480w.avif 480w,Micronizing classifier with cyclone and piping in a processing plant.,Fine-grinding and classifying equipment.,lazy,,,
mining-operations,crushing-grinding,maintenance-1,A202,grinding-mill-maintenance-01.jpg,portrait-4x5,480,600,/images/mining-operations/grinding-mill-maintenance-01-portrait-4x5-480w.webp,/images/mining-operations/grinding-mill-maintenance-01-portrait-4x5-480w.webp 480w,/images/mining-operations/grinding-mill-maintenance-01-portrait-4x5-480w.avif 480w,Worker in helmet and mask servicing the grinding chamber of a mill.,Routine mill maintenance.,lazy,,,people - consent
mining-operations,packaging,packaging-banner,A310,talc-powder-bags-stacked-skz-yard-01.jpg,banner-16x9,1024,576,/images/mining-operations/talc-powder-bags-stacked-skz-yard-01-banner-16x9-1024w.webp,"/images/mining-operations/talc-powder-bags-stacked-skz-yard-01-banner-16x9-480w.webp 480w, /images/mining-operations/talc-powder-bags-stacked-skz-yard-01-banner-16x9-768w.webp 768w, /images/mining-operations/talc-powder-bags-stacked-skz-yard-01-banner-16x9-1024w.webp 1024w","/images/mining-operations/talc-powder-bags-stacked-skz-yard-01-banner-16x9-480w.avif 480w, /images/mining-operations/talc-powder-bags-stacked-skz-yard-01-banner-16x9-768w.avif 768w, /images/mining-operations/talc-powder-bags-stacked-skz-yard-01-banner-16x9-1024w.avif 1024w",Wall of stacked white SKZ talc powder bags in a processing yard.,Packed talc powder ready for dispatch.,lazy,,,
mining-operations,packaging,packaging-banner,A310,talc-powder-bags-stacked-skz-yard-01.jpg,mobile-4x5,479,599,/images/mining-operations/talc-powder-bags-stacked-skz-yard-01-mobile-4x5-479w.webp,/images/mining-operations/talc-powder-bags-stacked-skz-yard-01-mobile-4x5-479w.webp 479w,/images/mining-operations/talc-powder-bags-stacked-skz-yard-01-mobile-4x5-479w.avif 479w,Wall of stacked white SKZ talc powder bags in a processing yard.,Packed talc powder ready for dispatch.,lazy,,,
mining-operations,packaging,packaging-1,A215,talc-powder-bagging-line-01.jpg,portrait-4x5,480,600,/images/mining-operations/talc-powder-bagging-line-01-portrait-4x5-480w.webp,/images/mining-operations/talc-powder-bagging-line-01-portrait-4x5-480w.webp 480w,/images/mining-operations/talc-powder-bagging-line-01-portrait-4x5-480w.avif 480w,Workers in white uniforms and helmets filling and stacking SKZ talc powder bags in a large plant.,Talc powder bagging line.,lazy,,,people - consent
mining-operations,packaging,packaging-2,A205,jumbo-bag-filling-01.jpg,portrait-4x5,480,600,/images/mining-operations/jumbo-bag-filling-01-portrait-4x5-480w.webp,/images/mining-operations/jumbo-bag-filling-01-portrait-4x5-480w.webp 480w,/images/mining-operations/jumbo-bag-filling-01-portrait-4x5-480w.avif 480w,White powder being filled into a jumbo bag under a hopper and dust collector.,Bulk bag filling station.,lazy,,,
mining-operations,packaging,packaging-3,A030,bagged-product-palletization-01.jpg,card-4x3,960,720,/images/mining-operations/bagged-product-palletization-01-card-4x3-960w.webp,"/images/mining-operations/bagged-product-palletization-01-card-4x3-480w.webp 480w, /images/mining-operations/bagged-product-palletization-01-card-4x3-768w.webp 768w, /images/mining-operations/bagged-product-palletization-01-card-4x3-960w.webp 960w","/images/mining-operations/bagged-product-palletization-01-card-4x3-480w.avif 480w, /images/mining-operations/bagged-product-palletization-01-card-4x3-768w.avif 768w, /images/mining-operations/bagged-product-palletization-01-card-4x3-960w.avif 960w",Shrink-wrapped pallets of stacked paper bags in a warehouse.,Bagged product palletized and wrapped for shipment.,lazy,,,
mining-operations,packaging,packaging-4,A196,plant-workers-safety-uniforms-01.jpg,portrait-4x5,480,600,/images/mining-operations/plant-workers-safety-uniforms-01-portrait-4x5-480w.webp,/images/mining-operations/plant-workers-safety-uniforms-01-portrait-4x5-480w.webp 480w,/images/mining-operations/plant-workers-safety-uniforms-01-portrait-4x5-480w.avif 480w,Two workers in white uniforms and helmets beside bagged product in a processing plant.,,lazy,,,people - consent
mining-operations,our-plants,mesh-plant-peshawar,A298,skz-mining-mesh-plant-signage-peshawar-01.png,card-4x3,755,566,/images/mining-operations/skz-mining-mesh-plant-signage-peshawar-01-card-4x3-755w.webp,"/images/mining-operations/skz-mining-mesh-plant-signage-peshawar-01-card-4x3-480w.webp 480w, /images/mining-operations/skz-mining-mesh-plant-signage-peshawar-01-card-4x3-755w.webp 755w","/images/mining-operations/skz-mining-mesh-plant-signage-peshawar-01-card-4x3-480w.avif 480w, /images/mining-operations/skz-mining-mesh-plant-signage-peshawar-01-card-4x3-755w.avif 755w",Entrance of the SKZ Mining Company Peshawar mesh plant with its sign and a teal cyclone separator.,"SKZ Mining Company mesh plant, Peshawar.",lazy,,,
mining-operations,quality-control,lab-1,A114,quality-testing-laboratory-01.jpg,portrait-4x5,1200,1500,/images/quality/quality-testing-laboratory-01-portrait-4x5-1200w.webp,"/images/quality/quality-testing-laboratory-01-portrait-4x5-480w.webp 480w, /images/quality/quality-testing-laboratory-01-portrait-4x5-768w.webp 768w, /images/quality/quality-testing-laboratory-01-portrait-4x5-1024w.webp 1024w, /images/quality/quality-testing-laboratory-01-portrait-4x5-1200w.webp 1200w","/images/quality/quality-testing-laboratory-01-portrait-4x5-480w.avif 480w, /images/quality/quality-testing-laboratory-01-portrait-4x5-768w.avif 768w, /images/quality/quality-testing-laboratory-01-portrait-4x5-1024w.avif 1024w, /images/quality/quality-testing-laboratory-01-portrait-4x5-1200w.avif 1200w",Laboratory technician in a white coat operating an analytical instrument connected to a computer.,Sample testing in the company laboratory.,lazy,,,people - consent
mining-operations,quality-control,lab-2,A233,quality-testing-laboratory-02.png,portrait-4x5,480,600,/images/quality/quality-testing-laboratory-02-portrait-4x5-480w.webp,/images/quality/quality-testing-laboratory-02-portrait-4x5-480w.webp 480w,/images/quality/quality-testing-laboratory-02-portrait-4x5-480w.avif 480w,Laboratory technician placing samples into a drying oven.,Sample preparation in the laboratory.,lazy,,,people - consent
mining-operations,quality-control,lab-3,A272,quality-testing-laboratory-03.png,card-4x3,600,450,/images/quality/quality-testing-laboratory-03-card-4x3-600w.webp,"/images/quality/quality-testing-laboratory-03-card-4x3-480w.webp 480w, /images/quality/quality-testing-laboratory-03-card-4x3-600w.webp 600w","/images/quality/quality-testing-laboratory-03-card-4x3-480w.avif 480w, /images/quality/quality-testing-laboratory-03-card-4x3-600w.avif 600w",Technician using an analytical instrument and computer in the laboratory.,,lazy,,,people - consent
mining-operations,quality-control,lab-4,A273,quality-control-laboratory-01.png,card-4x3,597,448,/images/quality/quality-control-laboratory-01-card-4x3-597w.webp,"/images/quality/quality-control-laboratory-01-card-4x3-480w.webp 480w, /images/quality/quality-control-laboratory-01-card-4x3-597w.webp 597w","/images/quality/quality-control-laboratory-01-card-4x3-480w.avif 480w, /images/quality/quality-control-laboratory-01-card-4x3-597w.avif 597w",Laboratory bench with drying ovens and staff at work.,,lazy,,,people - consent
mining-operations,transport-export,export-1,A064,jumbo-bags-container-loading-02.jpg,portrait-4x5,900,1125,/images/home/jumbo-bags-container-loading-02-portrait-4x5-900w.webp,"/images/home/jumbo-bags-container-loading-02-portrait-4x5-480w.webp 480w, /images/home/jumbo-bags-container-loading-02-portrait-4x5-768w.webp 768w, /images/home/jumbo-bags-container-loading-02-portrait-4x5-900w.webp 900w","/images/home/jumbo-bags-container-loading-02-portrait-4x5-480w.avif 480w, /images/home/jumbo-bags-container-loading-02-portrait-4x5-768w.avif 768w, /images/home/jumbo-bags-container-loading-02-portrait-4x5-900w.avif 900w",White jumbo bags stacked inside a blue shipping container.,Container loaded with bulk bags.,lazy,,export-teaser,
mining-operations,transport-export,export-2,A014,jumbo-bags-container-loading-01.jpg,portrait-4x5,768,960,/images/logistics/jumbo-bags-container-loading-01-portrait-4x5-768w.webp,"/images/logistics/jumbo-bags-container-loading-01-portrait-4x5-480w.webp 480w, /images/logistics/jumbo-bags-container-loading-01-portrait-4x5-768w.webp 768w","/images/logistics/jumbo-bags-container-loading-01-portrait-4x5-480w.avif 480w, /images/logistics/jumbo-bags-container-loading-01-portrait-4x5-768w.avif 768w",Worker loading white jumbo bags into a blue shipping container mounted on a truck.,Bulk bags being loaded into a container for dispatch.,lazy,,,people - consent
mining-operations,transport-export,export-3,A097,talc-lumps-truck-loading-01.jpg,card-4x3,995,746,/images/logistics/talc-lumps-truck-loading-01-card-4x3-995w.webp,"/images/logistics/talc-lumps-truck-loading-01-card-4x3-480w.webp 480w, /images/logistics/talc-lumps-truck-loading-01-card-4x3-768w.webp 768w, /images/logistics/talc-lumps-truck-loading-01-card-4x3-995w.webp 995w","/images/logistics/talc-lumps-truck-loading-01-card-4x3-480w.avif 480w, /images/logistics/talc-lumps-truck-loading-01-card-4x3-768w.avif 768w, /images/logistics/talc-lumps-truck-loading-01-card-4x3-995w.avif 995w",Pile of white talc lumps beside a yellow truck being loaded.,,lazy,,,
mining-operations,transport-export,export-4,A294,talc-lumps-stockyard-truck-loading-01.png,card-4x3,745,559,/images/logistics/talc-lumps-stockyard-truck-loading-01-card-4x3-745w.webp,"/images/logistics/talc-lumps-stockyard-truck-loading-01-card-4x3-480w.webp 480w, /images/logistics/talc-lumps-stockyard-truck-loading-01-card-4x3-745w.webp 745w","/images/logistics/talc-lumps-stockyard-truck-loading-01-card-4x3-480w.avif 480w, /images/logistics/talc-lumps-stockyard-truck-loading-01-card-4x3-745w.avif 745w",Decorated truck parked beside white talc stockpiles at the Peshawar warehouse yard.,,lazy,,,
mining-operations,transport-export,export-5,A260,jumbo-bags-warehouse-storage-01.png,card-4x3,600,450,/images/logistics/jumbo-bags-warehouse-storage-01-card-4x3-600w.webp,"/images/logistics/jumbo-bags-warehouse-storage-01-card-4x3-480w.webp 480w, /images/logistics/jumbo-bags-warehouse-storage-01-card-4x3-600w.webp 600w","/images/logistics/jumbo-bags-warehouse-storage-01-card-4x3-480w.avif 480w, /images/logistics/jumbo-bags-warehouse-storage-01-card-4x3-600w.avif 600w",Corridor between tall rows of stacked white jumbo bags.,Bulk bags in storage.,lazy,,,
mining-operations,transport-export,export-6,A011,jumbo-bags-storage-yard-01.jpg,banner-16x9,1024,576,/images/logistics/jumbo-bags-storage-yard-01-banner-16x9-1024w.webp,"/images/logistics/jumbo-bags-storage-yard-01-banner-16x9-480w.webp 480w, /images/logistics/jumbo-bags-storage-yard-01-banner-16x9-768w.webp 768w, /images/logistics/jumbo-bags-storage-yard-01-banner-16x9-1024w.webp 1024w","/images/logistics/jumbo-bags-storage-yard-01-banner-16x9-480w.avif 480w, /images/logistics/jumbo-bags-storage-yard-01-banner-16x9-768w.avif 768w, /images/logistics/jumbo-bags-storage-yard-01-banner-16x9-1024w.avif 1024w",Rows of filled white jumbo bags in an open storage yard with a forklift.,Bulk bags staged in the yard before dispatch.,lazy,,,
about,hero,about-hero,A098,team-mine-site-safety-gear-01.jpg,portrait-4x5,1010,1263,/images/about/team-mine-site-safety-gear-01-portrait-4x5-1010w.webp,"/images/about/team-mine-site-safety-gear-01-portrait-4x5-480w.webp 480w, /images/about/team-mine-site-safety-gear-01-portrait-4x5-768w.webp 768w, /images/about/team-mine-site-safety-gear-01-portrait-4x5-1010w.webp 1010w","/images/about/team-mine-site-safety-gear-01-portrait-4x5-480w.avif 480w, /images/about/team-mine-site-safety-gear-01-portrait-4x5-768w.avif 768w, /images/about/team-mine-site-safety-gear-01-portrait-4x5-1010w.avif 1010w",Team of workers and staff in helmets and high-visibility vests posing at a white rock quarry.,Site team in personal protective equipment.,eager,high,,people - consent
about,hero,about-hero,A098,team-mine-site-safety-gear-01.jpg,banner-16x9,1024,576,/images/about/team-mine-site-safety-gear-01-banner-16x9-1024w.webp,"/images/about/team-mine-site-safety-gear-01-banner-16x9-480w.webp 480w, /images/about/team-mine-site-safety-gear-01-banner-16x9-768w.webp 768w, /images/about/team-mine-site-safety-gear-01-banner-16x9-1024w.webp 1024w","/images/about/team-mine-site-safety-gear-01-banner-16x9-480w.avif 480w, /images/about/team-mine-site-safety-gear-01-banner-16x9-768w.avif 768w, /images/about/team-mine-site-safety-gear-01-banner-16x9-1024w.avif 1024w",Team of workers and staff in helmets and high-visibility vests posing at a white rock quarry.,Site team in personal protective equipment.,eager,high,,people - consent
about,company-overview,overview-office,A056,skz-mining-office-peshawar-01.jpg,portrait-4x5,1280,1600,/images/about/skz-mining-office-peshawar-01-portrait-4x5-1280w.webp,"/images/about/skz-mining-office-peshawar-01-portrait-4x5-480w.webp 480w, /images/about/skz-mining-office-peshawar-01-portrait-4x5-768w.webp 768w, /images/about/skz-mining-office-peshawar-01-portrait-4x5-1024w.webp 1024w, /images/about/skz-mining-office-peshawar-01-portrait-4x5-1280w.webp 1280w","/images/about/skz-mining-office-peshawar-01-portrait-4x5-480w.avif 480w, /images/about/skz-mining-office-peshawar-01-portrait-4x5-768w.avif 768w, /images/about/skz-mining-office-peshawar-01-portrait-4x5-1024w.avif 1024w, /images/about/skz-mining-office-peshawar-01-portrait-4x5-1280w.avif 1280w",Two men standing in front of the SKZ Mining Company Peshawar banner with Pakistani and Japanese flags.,"SKZ Mining Company office, Peshawar.",lazy,,,people - consent
about,facilities,facility-mesh-plant,A298,skz-mining-mesh-plant-signage-peshawar-01.png,card-4x3,755,566,/images/mining-operations/skz-mining-mesh-plant-signage-peshawar-01-card-4x3-755w.webp,"/images/mining-operations/skz-mining-mesh-plant-signage-peshawar-01-card-4x3-480w.webp 480w, /images/mining-operations/skz-mining-mesh-plant-signage-peshawar-01-card-4x3-755w.webp 755w","/images/mining-operations/skz-mining-mesh-plant-signage-peshawar-01-card-4x3-480w.avif 480w, /images/mining-operations/skz-mining-mesh-plant-signage-peshawar-01-card-4x3-755w.avif 755w",Entrance of the SKZ Mining Company Peshawar mesh plant with its sign and a teal cyclone separator.,"SKZ Mining Company mesh plant, Peshawar.",lazy,,mesh-plant-peshawar,
about,team,team-director-1,A076,director-rock-face-inspection-01.jpg,card-4x3,768,576,/images/about/director-rock-face-inspection-01-card-4x3-768w.webp,"/images/about/director-rock-face-inspection-01-card-4x3-480w.webp 480w, /images/about/director-rock-face-inspection-01-card-4x3-768w.webp 768w","/images/about/director-rock-face-inspection-01-card-4x3-480w.avif 480w, /images/about/director-rock-face-inspection-01-card-4x3-768w.avif 768w",Company director examining a white rock face at a mine site.,Field inspection of a rock face.,lazy,,,
